name,artist,cover_url,album_url,album_path
Rise Of The Dragon Empire,Bloodbound,https://i.scdn.co/image/ab67616d0000b273bf613890981124f8b18b21b7,https://open.spotify.com/album/2EfhdHrbnVo4zt4RnoHOdr,metal/Rise-Of-The-Dragon-Empire-Bloodbound.jpg
Life's a Bitch,Accept,https://i.scdn.co/image/ab67616d0000b273742bba6660465c21ea67c840,https://open.spotify.com/album/6zlNESSvqvwfRqKsAkFHjn,metal/Life's-a-Bitch-Accept.jpg
The World Is Burning,Ember-Falls,https://i.scdn.co/image/ab67616d0000b273e5af83ba46dd9cfa3380b9a6,https://open.spotify.com/album/73MEQygFKwruE4aIxmA3Lf,metal/The-World-Is-Burning-Ember-Falls.jpg
Souleater,Iron-Savior,https://i.scdn.co/image/ab67616d0000b27350811101f6a0a21d8c896360,https://open.spotify.com/album/0odSFBZLUN9TLasYMArCU6,metal/Souleater-Iron-Savior.jpg
Hellfire Thunderbolt,KK's-Priest,https://i.scdn.co/image/ab67616d0000b273a1d2e2bc23a1540becd6b546,https://open.spotify.com/album/0uzXsHn4u4M052Ok4Vfz2u,metal/Hellfire-Thunderbolt-KK's-Priest.jpg
I Got No Friends,The-Last-Band,https://i.scdn.co/image/ab67616d0000b273708a580ab95d8ac6bb65ec16,https://open.spotify.com/album/1bAMCC1n1lPh4X9QsIW4qn,metal/I-Got-No-Friends-The-Last-Band.jpg
Prove Me Wrong,Dee-Snider,https://i.scdn.co/image/ab67616d0000b273d8b8b6847f55ed79789bc385,https://open.spotify.com/album/3ETXhmjMQ4aKFULZ4bNEB9,metal/Prove-Me-Wrong-Dee-Snider.jpg
Dominion,HammerFall,https://i.scdn.co/image/ab67616d0000b2735d6b4d606535772e4d53226b,https://open.spotify.com/album/5lqDlYKKERiLwrIkW6qyls,metal/Dominion-HammerFall.jpg
Ambush,Tygers-Of-Pan-Tang,https://i.scdn.co/image/ab67616d0000b2731ae720325f7a439bb9a549ec,https://open.spotify.com/album/4Lp11oj4GJEz5j4bXEfdZk,metal/Ambush-Tygers-Of-Pan-Tang.jpg
Reinventing The Steel - 20th Anniversary Deluxe Edition (Terry Date Mix),Pantera,https://i.scdn.co/image/ab67616d0000b273ba9b516522503d2641017464,https://open.spotify.com/album/5t6KIM8JLS1NQ46PWPrPtR,metal/Reinventing-The-Steel---20th-Anniversary-Deluxe-Edition-(Terry-Date-Mix)-Pantera.jpg
No More Hollywood Endings,Battle-Beast,https://i.scdn.co/image/ab67616d0000b273f0d55e973f83cbfe90dded16,https://open.spotify.com/album/7H4gPkbdQlDM7jRTRnsnyO,metal/No-More-Hollywood-Endings-Battle-Beast.jpg
Out of My Life,Cyhra,https://i.scdn.co/image/ab67616d0000b2737227b0d3c6a3d016e100bfc0,https://open.spotify.com/album/5O0tzLNKPr2Zw79VPf49Ep,metal/Out-of-My-Life-Cyhra.jpg
Eye to Eye,Mystic-Prophecy,https://i.scdn.co/image/ab67616d0000b273d194a4149f845647df864d0b,https://open.spotify.com/album/1qzFtzzRawXfGTKHCgaCBG,metal/Eye-to-Eye-Mystic-Prophecy.jpg
Uranus (feat. Michael Starr),NanowaR-of-Steel,https://i.scdn.co/image/ab67616d0000b273ef48641573925d67f5148e92,https://open.spotify.com/album/5KquqpCt18zTEVgakTfLYz,metal/Uranus-(feat.-Michael-Starr)-NanowaR-of-Steel.jpg
Berserker,Amon-Amarth,https://i.scdn.co/image/ab67616d0000b273e70aac569b94abd971112f1b,https://open.spotify.com/album/0svoIboyRzqgRpvBDbJtUE,metal/Berserker-Amon-Amarth.jpg
Gunfire,Axel-Rudi-Pell,https://i.scdn.co/image/ab67616d0000b27314f521c8e16988690026457f,https://open.spotify.com/album/4OIbjD6PkHuR2kwIkl6Bsk,metal/Gunfire-Axel-Rudi-Pell.jpg
Far from the Sanctuary,Metalite,https://i.scdn.co/image/ab67616d0000b27344278cfe575bf9aeaa63d49e,https://open.spotify.com/album/6AyVramQtU4y5r3s5R3Org,metal/Far-from-the-Sanctuary-Metalite.jpg
Kill The Pain,Night-Demon,https://i.scdn.co/image/ab67616d0000b273915ef0affda04bcfecb570b9,https://open.spotify.com/album/6MCmWU6Q5xheH4ARXbtJfs,metal/Kill-The-Pain-Night-Demon.jpg
We Are One,U.D.O.,https://i.scdn.co/image/ab67616d0000b27371276ca3f043484cce6eade5,https://open.spotify.com/album/6nDAJj7PlcJ5kscFuU4pr5,metal/We-Are-One-U.D.O..jpg
Conductor (Redux),Metal-Church,https://i.scdn.co/image/ab67616d0000b2738fb303b4983e6bdfa94b7a04,https://open.spotify.com/album/0jaLIvRyOlq3dddmylT8rb,metal/Conductor-(Redux)-Metal-Church.jpg
Sneeztem of a Yawn,NanowaR-of-Steel,https://i.scdn.co/image/ab67616d0000b2736dd8ae5aeb10279856edbed7,https://open.spotify.com/album/77YkXkNlGVl7KAamWvgcQW,metal/Sneeztem-of-a-Yawn-NanowaR-of-Steel.jpg
Magica,Dio,https://i.scdn.co/image/ab67616d0000b27394c706bf0fed72d89ad0226b,https://open.spotify.com/album/2E457EiUG9l2rD1EaWcRM4,metal/Magica-Dio.jpg
Hephaistos,Warkings,https://i.scdn.co/image/ab67616d0000b273f4c18ec5ae8009ff4a3e57ad,https://open.spotify.com/album/0DIvSc4l7bbgBlpi479nQI,metal/Hephaistos-Warkings.jpg
Waterfall,Dynazty,https://i.scdn.co/image/ab67616d0000b2735336b25feea29ddb292bf0d6,https://open.spotify.com/album/6uJesMZ71FKsNbP3cXfFKJ,metal/Waterfall-Dynazty.jpg
Falconer,Falconer,https://i.scdn.co/image/ab67616d0000b273c15f2c3144e86069239d51f5,https://open.spotify.com/album/4j3Pe9H1HCpbunI1XdQWro,metal/Falconer-Falconer.jpg
Straight out of Hell (Remastered 2020),Helloween,https://i.scdn.co/image/ab67616d0000b273ea9959c63fba652eb4be5543,https://open.spotify.com/album/7BD7l7lYzQzoMBLCXDVYHe,metal/Straight-out-of-Hell-(Remastered-2020)-Helloween.jpg
Jenseits der Welt,Unzucht,https://i.scdn.co/image/ab67616d0000b27325b20acf3733641370197a4d,https://open.spotify.com/album/5oVBjXFAwdU5WUiu3Rwo6S,metal/Jenseits-der-Welt-Unzucht.jpg
Face of a Stranger,Dirkschneider-&-The-Old-Gang,https://i.scdn.co/image/ab67616d0000b2734cd04cd376573e97bfce429e,https://open.spotify.com/album/2dCDKEr7baSxy6M8ougCDx,metal/Face-of-a-Stranger-Dirkschneider-&-The-Old-Gang.jpg
Bring It On,Memoremains,https://i.scdn.co/image/ab67616d0000b273054fb8801ddd5425b846e243,https://open.spotify.com/album/5ORHVTkHbZgXHVpOFQS7z8,metal/Bring-It-On-Memoremains.jpg
Straight to Hell,Ozzy-Osbourne,https://i.scdn.co/image/ab67616d0000b2738d7332ab7e9fb27288a4733c,https://open.spotify.com/album/621f68tD6k8azl9FuQgxJT,metal/Straight-to-Hell-Ozzy-Osbourne.jpg
Dance with the Devil,Burning-Witches,https://i.scdn.co/image/ab67616d0000b2733c4814710adae3dc1f9501a2,https://open.spotify.com/album/0prKZd93okYXYYIxrYTtzQ,metal/Dance-with-the-Devil-Burning-Witches.jpg
I Gotta Rock (again),Dee-Snider,https://i.scdn.co/image/ab67616d0000b2735fc58130f45a79b2a4e54be8,https://open.spotify.com/album/2KSjL86rES34UH0Hkesz7n,metal/I-Gotta-Rock-(again)-Dee-Snider.jpg
Into The Storm,Gojira,https://i.scdn.co/image/ab67616d0000b27323cfe7bce4acab8e454f6883,https://open.spotify.com/album/7GcDYQFIVJ6W3IkzIfFiia,metal/Into-The-Storm-Gojira.jpg
Jinnslammer,Ignea,https://i.scdn.co/image/ab67616d0000b27383e8ca8fb6f7ffafecd1c491,https://open.spotify.com/album/6W3LQ5tl5c3srkHOjfG7N9,metal/Jinnslammer-Ignea.jpg
Tempo of the Damned,Exodus,https://i.scdn.co/image/ab67616d0000b273378c4ee63d4511e43d0398b8,https://open.spotify.com/album/3sNPwtcV7Xv9CixCk0PpqP,metal/Tempo-of-the-Damned-Exodus.jpg
Fall to Ascend,Sons-Of-Apollo,https://i.scdn.co/image/ab67616d0000b27336f9a19e49f6a241890b45c9,https://open.spotify.com/album/4mQXlEaXmCJ7o3Tlyv644R,metal/Fall-to-Ascend-Sons-Of-Apollo.jpg
Drilled to Kill,Michael-Schenker-Group,https://i.scdn.co/image/ab67616d0000b27344dafab198ad48808b3b1df2,https://open.spotify.com/album/4jRqlkUhnjE7Dr9aVNXfMg,metal/Drilled-to-Kill-Michael-Schenker-Group.jpg
Firewind,Firewind,https://i.scdn.co/image/ab67616d0000b273d625c3b1b58cb58b84a8ea8c,https://open.spotify.com/album/0eABZjNzoxwU6UVDyPzg3y,metal/Firewind-Firewind.jpg
Lightning,British-Lion,https://i.scdn.co/image/ab67616d0000b2733f9d7f729ebd64c5e7a635e2,https://open.spotify.com/album/4VVnWvGhgOoLhlMnEiktnw,metal/Lightning-British-Lion.jpg
Ride on the Wild Side,Running-Wild,https://i.scdn.co/image/ab67616d0000b2730cc619ec631e67ec4559f38a,https://open.spotify.com/album/4WcHMesMqQUZGiTI2IKltc,metal/Ride-on-the-Wild-Side-Running-Wild.jpg
Wings of Steel,Burning-Witches,https://i.scdn.co/image/ab67616d0000b2736ee372b9f49262d913dce15c,https://open.spotify.com/album/5X16ADkFIiyA3cJsQbMXAy,metal/Wings-of-Steel-Burning-Witches.jpg
Tomorrow's No Concern,Dee-Snider,https://i.scdn.co/image/ab67616d0000b27355f13ebc55185bd1a5f8868f,https://open.spotify.com/album/3fSFfYaGtMMhNDGHTiVyJX,metal/Tomorrow's-No-Concern-Dee-Snider.jpg
Reverence,Parkway-Drive,https://i.scdn.co/image/ab67616d0000b27396b4163add6c85325f8961fd,https://open.spotify.com/album/46hNwndF4Tm6D1cGr0G5zL,metal/Reverence-Parkway-Drive.jpg
Force Majeure,Gus-G.,https://i.scdn.co/image/ab67616d0000b27399134697b93ff30e8569d5dc,https://open.spotify.com/album/5eTz3POhcf7hVr2kh47dP0,metal/Force-Majeure-Gus-G..jpg
Demons Are A Girl's Best Friend,Powerwolf,https://i.scdn.co/image/ab67616d0000b2736b8385ae0c9ceffa3c8e8b23,https://open.spotify.com/album/3KOXlAYb8ESt7oHM9mUK9R,metal/Demons-Are-A-Girl's-Best-Friend-Powerwolf.jpg
Abyss,Unleash-The-Archers,https://i.scdn.co/image/ab67616d0000b273338d49995699b644372426ff,https://open.spotify.com/album/7FgdN0xNj5EfXUo0falBTN,metal/Abyss-Unleash-The-Archers.jpg
Enlightened In Eternity,Spirit-Adrift,https://i.scdn.co/image/ab67616d0000b2737754b5b6f13f7d513a60ceda,https://open.spotify.com/album/2PRYdPB2jz4mC7rmIU4E1M,metal/Enlightened-In-Eternity-Spirit-Adrift.jpg
"Keeper of the Seven Keys, Pt. II (Expanded Edition)",Helloween,https://i.scdn.co/image/ab67616d0000b2733ab4dc4b31ad6870b455ac80,https://open.spotify.com/album/0C00ibrtAGw59osJUg5qOO,"metal/Keeper-of-the-Seven-Keys,-Pt.-II-(Expanded-Edition)-Helloween.jpg"
Heart Demolition,DragonForce,https://i.scdn.co/image/ab67616d0000b273d5ff0fab82d0da2d70b3dab2,https://open.spotify.com/album/4wTUr0wtgvUdMrlQGs1Usi,metal/Heart-Demolition-DragonForce.jpg
Heroes,Sabaton,https://i.scdn.co/image/ab67616d0000b273735eecca68d3bb03e2e35a75,https://open.spotify.com/album/5TdhTTvwtD0ekZBYve97r7,metal/Heroes-Sabaton.jpg
The Hammer of Witches,Sorcerer,https://i.scdn.co/image/ab67616d0000b273d381eeb4cdf615f05cb7ea82,https://open.spotify.com/album/5yNMvmRUiuKnvzA16MuRNA,metal/The-Hammer-of-Witches-Sorcerer.jpg
I Will Be Gone,Primal-Fear,https://i.scdn.co/image/ab67616d0000b2739a23b5368352ca74ecc1f96f,https://open.spotify.com/album/3hGFrVDa7GSUMkJ5KaNlml,metal/I-Will-Be-Gone-Primal-Fear.jpg
Cloud Connected,Metalite,https://i.scdn.co/image/ab67616d0000b273479c472c25c0e94d5a5b5cb9,https://open.spotify.com/album/2Jh3N37zJQBE4TrDP3T0KE,metal/Cloud-Connected-Metalite.jpg
Tunes Of War (Remastered 2006),Grave-Digger,https://i.scdn.co/image/ab67616d0000b2735d5ef12b8c86299ec4e16f7c,https://open.spotify.com/album/4ZNfzHslrjITU8iqfzCAL8,metal/Tunes-Of-War-(Remastered-2006)-Grave-Digger.jpg
Maximus,Warkings,https://i.scdn.co/image/ab67616d0000b273c8c055941263167d80e57b8e,https://open.spotify.com/album/4FGuBSsKGaTw0MV7qBeq16,metal/Maximus-Warkings.jpg
(We Make) Sweden Rock,HammerFall,https://i.scdn.co/image/ab67616d0000b273521cc4c62018cd0441777fe4,https://open.spotify.com/album/1k8eg8tVFM6NBEdeGTUopG,metal/(We-Make)-Sweden-Rock-HammerFall.jpg
We Will Rise,Tungsten,https://i.scdn.co/image/ab67616d0000b273e21615e8de4d69ed47f67ed8,https://open.spotify.com/album/0M79v9JpirSe4epQpkL5xC,metal/We-Will-Rise-Tungsten.jpg
Monarch,Soen,https://i.scdn.co/image/ab67616d0000b273045aedc4c1674717df7b6c95,https://open.spotify.com/album/5wd6XULvXyHvuxFq2wO3vY,metal/Monarch-Soen.jpg
Astorolus - the Great Octopus,Candlemass,https://i.scdn.co/image/ab67616d0000b2736e66b96a135c2e4d12333d18,https://open.spotify.com/album/4XrIy3GrY9wdXMgiBEmj37,metal/Astorolus---the-Great-Octopus-Candlemass.jpg
The Landing,Iron-Savior,https://i.scdn.co/image/ab67616d0000b27396cd0b3287f32ec509c46fed,https://open.spotify.com/album/2UhgoMIFgbaiLHuiB0qjHU,metal/The-Landing-Iron-Savior.jpg
Shake the Baby Silent,Lordi,https://i.scdn.co/image/ab67616d0000b273046b9710848b8d9020774e36,https://open.spotify.com/album/3ntLL9A4xGVTqxj0oMPrQo,metal/Shake-the-Baby-Silent-Lordi.jpg
The Book of Heavy Metal,Dream-Evil,https://i.scdn.co/image/ab67616d0000b2735e63fac5984dc516623ed0bc,https://open.spotify.com/album/6ZWMfxSgjm7dlS6jbypNDW,metal/The-Book-of-Heavy-Metal-Dream-Evil.jpg
It’s Electric,Diamond-Head,https://i.scdn.co/image/ab67616d0000b2738f5b795c2b11dd4f107aa150,https://open.spotify.com/album/1OkYZGeYAH4wbHRcTrkQrS,metal/It’s-Electric-Diamond-Head.jpg
Saturday Night (Hallelujah),Eclipse,https://i.scdn.co/image/ab67616d0000b273a4e10845ef5592392fc7c5bb,https://open.spotify.com/album/12oWtJ1bV116awAv3DRWMK,metal/Saturday-Night-(Hallelujah)-Eclipse.jpg
"The Earth, the Moon, the Sun",Diviner,https://i.scdn.co/image/ab67616d0000b2733e31b719e7f59413aacff791,https://open.spotify.com/album/7C7G9aCcYI3GLqOZP1YnNy,"metal/The-Earth,-the-Moon,-the-Sun-Diviner.jpg"
The Day The World Stood Still,The-Raven-Age,https://i.scdn.co/image/ab67616d0000b273d1d529ddbe18351ad4b12a35,https://open.spotify.com/album/6o0LeUB677iN5E2hmcLRJN,metal/The-Day-The-World-Stood-Still-The-Raven-Age.jpg
Gods of War,Dragony,https://i.scdn.co/image/ab67616d0000b2739e69d01372a5b1f4005237fe,https://open.spotify.com/album/6txOvleyXD8QkecGiWl0Tz,metal/Gods-of-War-Dragony.jpg
Creatures Of The Dark Realm (Japan Edition),Bloodbound,https://i.scdn.co/image/ab67616d0000b273490f910bc49658d43b34a720,https://open.spotify.com/album/1yETM7Cx0FFPiDAAcSOeAQ,metal/Creatures-Of-The-Dark-Realm-(Japan-Edition)-Bloodbound.jpg
Bringer of Pain,Battle-Beast,https://i.scdn.co/image/ab67616d0000b27306cab96db6ba501e585a31a0,https://open.spotify.com/album/5MdrTymhBb1Zt5LJHGlDL9,metal/Bringer-of-Pain-Battle-Beast.jpg
Love is Gonna Get You Killed,Axxis,https://i.scdn.co/image/ab67616d0000b273844b49470b2bf860b154f814,https://open.spotify.com/album/2eKvO8SeApDc4id1XahaiC,metal/Love-is-Gonna-Get-You-Killed-Axxis.jpg
Ready For A War EP,Surrender-The-Crown,https://i.scdn.co/image/ab67616d0000b273f5f6e41eb776c3d6f65e233e,https://open.spotify.com/album/14DNHX332nSwQFg2hyCPBQ,metal/Ready-For-A-War-EP-Surrender-The-Crown.jpg
Hellbreaker,Motorjesus,https://i.scdn.co/image/ab67616d0000b273e1d08f959d2570d1bef2c2a8,https://open.spotify.com/album/4tN4z7UnYMD8ENTHX0z9ZW,metal/Hellbreaker-Motorjesus.jpg
Kill Or Get Killed,Iron-Savior,https://i.scdn.co/image/ab67616d0000b2732978a0a2be643b4eae0ce24e,https://open.spotify.com/album/6pFMMYR5B72Jx3vy5qyLy1,metal/Kill-Or-Get-Killed-Iron-Savior.jpg
Higher,NorthTale,https://i.scdn.co/image/ab67616d0000b273c9ba24f0bcce1f583987fdce,https://open.spotify.com/album/3pp9yIzgFspykfMxcUhf54,metal/Higher-NorthTale.jpg
Masquerade of Madness,King-Diamond,https://i.scdn.co/image/ab67616d0000b273fbb6ce785633673c07e7b8c8,https://open.spotify.com/album/503TX3VuEPx0zSrKz0ZmNc,metal/Masquerade-of-Madness-King-Diamond.jpg
Punish You,Arion,https://i.scdn.co/image/ab67616d0000b2734a8d3d705ddbb2c4b1ab865c,https://open.spotify.com/album/0LSHUY7MYlV7NKCs8rPD9V,metal/Punish-You-Arion.jpg
Steelfactory,U.D.O.,https://i.scdn.co/image/ab67616d0000b27376ecb142e264cc05c4ea7976,https://open.spotify.com/album/5wQcC9Wbwalmy7fz7IekQP,metal/Steelfactory-U.D.O..jpg
I am The Hurricane,Dee-Snider,https://i.scdn.co/image/ab67616d0000b2733103115c7232ff3d9bd185a4,https://open.spotify.com/album/20Lz3v4KhOVUjvt8vmbtzs,metal/I-am-The-Hurricane-Dee-Snider.jpg
Shed My Skin,Within-Temptation,https://i.scdn.co/image/ab67616d0000b273bc90d967468d65371442d250,https://open.spotify.com/album/5wQ5wKjbpHrjAITDl3LIVA,metal/Shed-My-Skin-Within-Temptation.jpg
Knives,Bullet-For-My-Valentine,https://i.scdn.co/image/ab67616d0000b2735f49c9678ab00c21dc6d1bfa,https://open.spotify.com/album/46fenR6yH4MASF1fkHgcWq,metal/Knives-Bullet-For-My-Valentine.jpg
Collapsing,Dead-by-April,https://i.scdn.co/image/ab67616d0000b273680b0c9269c135e6227e2ec5,https://open.spotify.com/album/7mZxB3QLLTT0TP1UpKnRN9,metal/Collapsing-Dead-by-April.jpg
Aggression Continuum,Fear-Factory,https://i.scdn.co/image/ab67616d0000b2731df43fb97b76d1fe58b10df7,https://open.spotify.com/album/3y1dh8gI1uNvdOI4gI0jxK,metal/Aggression-Continuum-Fear-Factory.jpg
A World on Fire,The-L.I.F.E.-Project,https://i.scdn.co/image/ab67616d0000b273c4844794b1068e20e02c4e6d,https://open.spotify.com/album/2SWpu5Gu0RZUxCY8clCIW3,metal/A-World-on-Fire-The-L.I.F.E.-Project.jpg
Crimson Skies,Black-Veil-Brides,https://i.scdn.co/image/ab67616d0000b273d8099ec897d478014a8cf507,https://open.spotify.com/album/0SsMZzgebkTGO5mduRB7ji,metal/Crimson-Skies-Black-Veil-Brides.jpg
Contraband (feat. Courtney LaPlante),Make-Them-Suffer,https://i.scdn.co/image/ab67616d0000b2737cb4834f06717771d56051be,https://open.spotify.com/album/0qlgSj9XuoYqRc40HAmE3d,metal/Contraband-(feat.-Courtney-LaPlante)-Make-Them-Suffer.jpg
Kill The Pain,Orchards,https://i.scdn.co/image/ab67616d0000b273eb5bc675416f741d6f328c9b,https://open.spotify.com/album/5SW5uZ05o1ryXJzhVfFqkg,metal/Kill-The-Pain-Orchards.jpg
Ich hasse Kinder,Till-Lindemann,https://i.scdn.co/image/ab67616d0000b2734eaa6b95827dced309afbe04,https://open.spotify.com/album/3xYrUZj3xg5dvMrZvqoyKW,metal/Ich-hasse-Kinder-Till-Lindemann.jpg
Blood & Water,Memphis-May-Fire,https://i.scdn.co/image/ab67616d0000b27333bc7b7ef04820ce9e518af4,https://open.spotify.com/album/04AnLeNIV9gBaAqgPIJv9N,metal/Blood-&-Water-Memphis-May-Fire.jpg
Below,Beartooth,https://i.scdn.co/image/ab67616d0000b27335e1ba1b6d84673e306b3e89,https://open.spotify.com/album/5AQKqldLehNX6p4rxFFwAz,metal/Below-Beartooth.jpg
Indestructible,Solence,https://i.scdn.co/image/ab67616d0000b27365283745d504357aadc13c48,https://open.spotify.com/album/7Cs1UNk3IVQeCHjNXkSeJQ,metal/Indestructible-Solence.jpg
Arrows In Words From The Sky,Machine-Head,https://i.scdn.co/image/ab67616d0000b2738b24c6e49f3196725b57558b,https://open.spotify.com/album/3161fhMWzGaExi9Dky5MlX,metal/Arrows-In-Words-From-The-Sky-Machine-Head.jpg
Dancing with the Dead,Powerwolf,https://i.scdn.co/image/ab67616d0000b273a29b70fa8dd14376b3df0f16,https://open.spotify.com/album/5mAAQ7KTPsJrny2toIFtn8,metal/Dancing-with-the-Dead-Powerwolf.jpg
Medusa,Times-Of-Grace,https://i.scdn.co/image/ab67616d0000b2739bae20c50c9a4524bfdf6c61,https://open.spotify.com/album/6CNqMl2G9j4Cbg9nqJvtbk,metal/Medusa-Times-Of-Grace.jpg
Scandinavian Aftermath,dEMOTIONAL,https://i.scdn.co/image/ab67616d0000b2732c30cd27aafbb488b52b5779,https://open.spotify.com/album/02ckr5ir6P08lwdV2zdcBl,metal/Scandinavian-Aftermath-dEMOTIONAL.jpg
Bulletproof,Ovtlier,https://i.scdn.co/image/ab67616d0000b2735f7b4e4b0599095314fd2bbc,https://open.spotify.com/album/3fdAcGx7rDtyxRmuLAqYgJ,metal/Bulletproof-Ovtlier.jpg
You Will Be the Death of Me,Light-The-Torch,https://i.scdn.co/image/ab67616d0000b273e7bdb09c822252c93e3f9a57,https://open.spotify.com/album/3wB6kgbmfIEQQz7VOzuFpO,metal/You-Will-Be-the-Death-of-Me-Light-The-Torch.jpg
Baptize,Atreyu,https://i.scdn.co/image/ab67616d0000b273d0a22b11af5e904ace3adbc5,https://open.spotify.com/album/7gSn76j4IpgrhL9r7mNlTL,metal/Baptize-Atreyu.jpg
LOUD,Sullivan-King,https://i.scdn.co/image/ab67616d0000b2733f64eb6073468adf4b09a3ec,https://open.spotify.com/album/45soPQg7CQgBOWHgTBvIFf,metal/LOUD-Sullivan-King.jpg
Dark Side,Blind-Channel,https://i.scdn.co/image/ab67616d0000b2732a90342fc4326d62a06d92db,https://open.spotify.com/album/6Lzb7EjZXgtelxgBsZUhMS,metal/Dark-Side-Blind-Channel.jpg
Hyperactive,One-Morning-Left,https://i.scdn.co/image/ab67616d0000b27351eeafc4015d1c7f4a3c23d7,https://open.spotify.com/album/0CPNe4YaLziYNNuKMAOiyZ,metal/Hyperactive-One-Morning-Left.jpg
Don't You Feel Amazing?,Trash-Boat,https://i.scdn.co/image/ab67616d0000b2735639e26e7faa3336257240f4,https://open.spotify.com/album/5fzm0EmXjDTEOQv6GjGg7v,metal/Don't-You-Feel-Amazing?-Trash-Boat.jpg
Matter Of Time,Fight-The-Fade,https://i.scdn.co/image/ab67616d0000b27365935f946c9acadab3525b0c,https://open.spotify.com/album/2TuYShywQwSIJt5htfRqH2,metal/Matter-Of-Time-Fight-The-Fade.jpg
Hyperdialect,Hacktivist,https://i.scdn.co/image/ab67616d0000b2730a2f78cde5502dd64bdebc5f,https://open.spotify.com/album/6fbpfUEDmxy1nfubzY95V0,metal/Hyperdialect-Hacktivist.jpg
All or Nothing (feat. Sonny Sandoval of P.O.D.),Ill-Niño,https://i.scdn.co/image/ab67616d0000b2734bfc1b3dff609590e305c478,https://open.spotify.com/album/1t3b5IAZwvWbi3solpTr44,metal/All-or-Nothing-(feat.-Sonny-Sandoval-of-P.O.D.)-Ill-Niño.jpg
FU2 (feat. AJ Channer of Fire From The Gods),Hyro-The-Hero,https://i.scdn.co/image/ab67616d0000b27315100b578484f971fa46ffdd,https://open.spotify.com/album/3pSmwSKb6XLN4WtYI5knKB,metal/FU2-(feat.-AJ-Channer-of-Fire-From-The-Gods)-Hyro-The-Hero.jpg
Vortex,Jinjer,https://i.scdn.co/image/ab67616d0000b2735552973babf1c3410cd0f184,https://open.spotify.com/album/1s1ll0zKsvf84v44oeBmNy,metal/Vortex-Jinjer.jpg
COLD BLOODED,Our-Last-Night,https://i.scdn.co/image/ab67616d0000b273ccffb81b6a56456983caa07e,https://open.spotify.com/album/5XqC4fztj9XUhWEruZmFq1,metal/COLD-BLOODED-Our-Last-Night.jpg
Negative Noise,Tetrarch,https://i.scdn.co/image/ab67616d0000b2735afeefd6641c9fed3a4e7fd8,https://open.spotify.com/album/5KaMjiFEjt7dIk68gpK2Pk,metal/Negative-Noise-Tetrarch.jpg
Right Here Waiting (feat. Richard Marx),Matthew-K.-Heafy,https://i.scdn.co/image/ab67616d0000b2732bcb25b21909c34516b3cbf3,https://open.spotify.com/album/1B4BDjYAVXwO42BbKI1CrB,metal/Right-Here-Waiting-(feat.-Richard-Marx)-Matthew-K.-Heafy.jpg
The Only Ones,Caskets,https://i.scdn.co/image/ab67616d0000b273735d57e5862b8a3241f4f7c6,https://open.spotify.com/album/57WzmyRWCcmcPPK9UNZxjy,metal/The-Only-Ones-Caskets.jpg
Stressed Out,Downswing,https://i.scdn.co/image/ab67616d0000b273a6b71d1c0e86f5641b86ea2b,https://open.spotify.com/album/6i6gFhFDIS7Bj2zRgqz3vW,metal/Stressed-Out-Downswing.jpg
My Generation,Onlap,https://i.scdn.co/image/ab67616d0000b27379e50b8484a0ba50fe709f11,https://open.spotify.com/album/69qgt8XRl3r9s6TaJ74LCa,metal/My-Generation-Onlap.jpg
Burn in the Flood,"Our-Hollow,-Our-Home",https://i.scdn.co/image/ab67616d0000b273b1347add894bd191f5bf7dea,https://open.spotify.com/album/6PpoMPWBANTdMIoyX6eQx6,"metal/Burn-in-the-Flood-Our-Hollow,-Our-Home.jpg"
Witness,VOLA,https://i.scdn.co/image/ab67616d0000b273d36b28372ff3a8b52e399ed3,https://open.spotify.com/album/30RmzbD5a5hqRPgyzBq7La,metal/Witness-VOLA.jpg
Mask,Sepultura,https://i.scdn.co/image/ab67616d0000b27364f62e15f1c535a356f1fe2c,https://open.spotify.com/album/4lNflIma2yBRAv5FFtjcoR,metal/Mask-Sepultura.jpg
SLEEPS SOCIETY,While-She-Sleeps,https://i.scdn.co/image/ab67616d0000b27333c772eed844369e33093dae,https://open.spotify.com/album/0wotrj0XrHFh7x2FVvsuA1,metal/SLEEPS-SOCIETY-While-She-Sleeps.jpg
Music (Edit),Nightwish,https://i.scdn.co/image/ab67616d0000b273a18513f08cf61d6c779891b1,https://open.spotify.com/album/74yf9InZ3uUBOLYKpIrk93,metal/Music-(Edit)-Nightwish.jpg
Manchester Super Reds No.1 Fan,DON-BROCO,https://i.scdn.co/image/ab67616d0000b2732258c5ae1f704bd2f3e758ee,https://open.spotify.com/album/3isrwzU5n4SVNvw5n0HPzw,metal/Manchester-Super-Reds-No.1-Fan-DON-BROCO.jpg
Nightfall,The-Devil-Wears-Prada,https://i.scdn.co/image/ab67616d0000b273ddb9b8f2a931a0bab8f44230,https://open.spotify.com/album/6c7U2YXjHUA6W2iljglTaq,metal/Nightfall-The-Devil-Wears-Prada.jpg
Unbreakable,Kingdom-Collapse,https://i.scdn.co/image/ab67616d0000b2737e11485db5ebb078e20ecc67,https://open.spotify.com/album/2S2fJjhwJknUU0GoBLMrmb,metal/Unbreakable-Kingdom-Collapse.jpg
