"""awaken, my love!""",childish-gambino,https://i.scdn.co/image/ab67616d0000b273b08b996d08001270adc8b555,https://open.spotify.com/album/4carzsnpd6yvuhz49i0oz8,"r-n-b/""awaken,-my-love!""-childish-gambino.jpg"
100% ginuwine,ginuwine,https://i.scdn.co/image/ab67616d0000b273c3271cf84b2d68263ac5e00d,https://open.spotify.com/album/0yfc7hio3iaavvncvcwjvy,r-n-b/100%-ginuwine-ginuwine.jpg
112,112,https://i.scdn.co/image/ab67616d0000b27352b3817d42c5bae21c33c3eb,https://open.spotify.com/album/5lslgyvikhz22s8gexz9vc,r-n-b/112-112.jpg
12 play,r.-kelly,https://i.scdn.co/image/ab67616d0000b273b0369e7bc02fdd7626c7971b,https://open.spotify.com/album/11uweyxxnrehezweviqs3y,r-n-b/12-play-r.-kelly.jpg
21,omarion,https://i.scdn.co/image/ab67616d0000b273143d8c80ea2f575475f59abc,https://open.spotify.com/album/4cvveoxyuawo7vldwikksi,r-n-b/21-omarion.jpg
24k magic,bruno-mars,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,https://open.spotify.com/album/4pgler09jvnm3zy1fw3xba,r-n-b/24k-magic-bruno-mars.jpg
3lw,3lw,https://i.scdn.co/image/ab67616d0000b273152d0abf7dab6b4690c01442,https://open.spotify.com/album/7l1ra4zacxyfr4ytby63t7,r-n-b/3lw-3lw.jpg
4,beyoncé,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,https://open.spotify.com/album/1gic63gc3b7o7ffppaczqj,r-n-b/4-beyoncé.jpg
4275 (bonus version),jacquees,https://i.scdn.co/image/ab67616d0000b273276ce856b01e1590c0991850,https://open.spotify.com/album/03adj15ptddmxry6qkkwlo,r-n-b/4275-(bonus-version)-jacquees.jpg
6pc hot ep,6lack,https://i.scdn.co/image/ab67616d0000b2737d7b13ed9c6aa99e96344a5d,https://open.spotify.com/album/37o0syq7db1kydzuh8tbwb,r-n-b/6pc-hot-ep-6lack.jpg
8701,usher,https://i.scdn.co/image/ab67616d0000b2737750146aac26aade0a867913,https://open.spotify.com/album/6k16wxh4rkyusion00rmpi,r-n-b/8701-usher.jpg
a girl like me,rihanna,https://i.scdn.co/image/ab67616d0000b273d744a51e193d52170070062b,https://open.spotify.com/album/2jdjs6jjoml7nt7yjo0nnh,r-n-b/a-girl-like-me-rihanna.jpg
a n n i v e r s a r y,bryson-tiller,https://i.scdn.co/image/ab67616d0000b27325d035314fd4fd648fcf4e7f,https://open.spotify.com/album/4tlp29vbvvv4jaahjsmkjp,r-n-b/a-n-n-i-v-e-r-s-a-r-y-bryson-tiller.jpg
a n n i v e r s a r y (deluxe),bryson-tiller,https://i.scdn.co/image/ab67616d0000b273cc5a0e69d80edf1cd1ef4dad,https://open.spotify.com/album/272gpdejwzjtyzfhdwfxby,r-n-b/a-n-n-i-v-e-r-s-a-r-y-(deluxe)-bryson-tiller.jpg
after the storm,monica,https://i.scdn.co/image/ab67616d0000b2730cfb7f6743c0742761edf377,https://open.spotify.com/album/4lsqkggfffauod22yrc25v,r-n-b/after-the-storm-monica.jpg
age ain't nothing but a number,aaliyah,https://i.scdn.co/image/ab67616d0000b27371aaf1ce904c974ed4efc0c8,https://open.spotify.com/album/3e3qrjl4cre7krms420irl,r-n-b/age-ain't-nothing-but-a-number-aaliyah.jpg
aijuswanaseing,musiq-soulchild,https://i.scdn.co/image/ab67616d0000b273f307484a6b0203eae76e176b,https://open.spotify.com/album/2rmmkj20xouc3mqq1cyz3c,r-n-b/aijuswanaseing-musiq-soulchild.jpg
