100 super best,ethel-waters,https://i.scdn.co/image/ab67616d0000b2737a5cc228f2c3d6a12fa63e31,https://open.spotify.com/album/3xmtrya9z707o4oypvzhtl,jazz/100-super-best-ethel-waters.jpg
24-7,nubiyan-twist,https://i.scdn.co/image/ab67616d0000b2736daf7738dd3daa756a2e9225,https://open.spotify.com/album/4y8uvkwlmb5gfvic5wzena,jazz/24-7-nubiyan-twist.jpg
8: kindred spirits (live from the lobero),charles-lloyd,https://i.scdn.co/image/ab67616d0000b273d7f5c3aa64f2ddc3da3cde26,https://open.spotify.com/album/3kdaoyi2sztpyarxbz3py6,jazz/8:-kindred-spirits-(live-from-the-lobero)-charles-lloyd.jpg
a day at the movies,doris-day,https://i.scdn.co/image/ab67616d0000b273b56078ee3f5dc927e700f11d,https://open.spotify.com/album/2d9j1hq0i8fkd1vkuycgwi,jazz/a-day-at-the-movies-doris-day.jpg
a drums comes true,massimo-faraò,https://i.scdn.co/image/ab67616d0000b273ba2c7d2235710160f1d87828,https://open.spotify.com/album/6bey4hwrgdvropi07dkfsr,jazz/a-drums-comes-true-massimo-faraò.jpg
a flower is a lonesome thing,lauren-richardson,https://i.scdn.co/image/ab67616d0000b273b674d32cad0e77a2a1e8ebce,https://open.spotify.com/album/1lygazjswd2yofvte2hscv,jazz/a-flower-is-a-lonesome-thing-lauren-richardson.jpg
a new book,lori-williams,https://i.scdn.co/image/ab67616d0000b273ebe641b179861ead4131055a,https://open.spotify.com/album/6fhkcohoj9wjbexnliqm9n,jazz/a-new-book-lori-williams.jpg
a new perspective (remastered / rudy van gelder edition),donald-byrd,https://i.scdn.co/image/ab67616d0000b273efa9a21bf03198d78c4f1233,https://open.spotify.com/album/3lg1c3dygaetcxea2z7zsa,jazz/a-new-perspective-(remastered---rudy-van-gelder-edition)-donald-byrd.jpg
a new york flight,andreas-toftemark,https://i.scdn.co/image/ab67616d0000b273c0c3838fbfb420bb53daf733,https://open.spotify.com/album/2r79wnvsfr3ho58tbwh6xo,jazz/a-new-york-flight-andreas-toftemark.jpg
a portrait of jennie,peter-rostov-trio,https://i.scdn.co/image/ab67616d0000b273832bd904edbc9df08863387d,https://open.spotify.com/album/1uaharginhkxb4fqm8455i,jazz/a-portrait-of-jennie-peter-rostov-trio.jpg
a sleepin' bee,the-jazz-cultivators,https://i.scdn.co/image/ab67616d0000b27385f081cb913f482c29fe4736,https://open.spotify.com/album/52ov3fqwcfkyobui4kkmbf,jazz/a-sleepin'-bee-the-jazz-cultivators.jpg
a song for you,steve-tyrell,https://i.scdn.co/image/ab67616d0000b27313afd92cd1353fcb74133fcb,https://open.spotify.com/album/2nizfzc51pflliqu9irt51,jazz/a-song-for-you-steve-tyrell.jpg
a swingin' affair,dexter-gordon,https://i.scdn.co/image/ab67616d0000b27386713f551c6f9c8d83b12d90,https://open.spotify.com/album/2mdfi0jt8snjyifwgtu2q3,jazz/a-swingin'-affair-dexter-gordon.jpg
a wall becomes a bridge,kendrick-scott-oracle,https://i.scdn.co/image/ab67616d0000b273c9bfea422706a9880d13ff6d,https://open.spotify.com/album/6x36fymhcxlejjb97ikwa3,jazz/a-wall-becomes-a-bridge-kendrick-scott-oracle.jpg
afro-cuban (rudy van gelder edition),kenny-dorham,https://i.scdn.co/image/ab67616d0000b27383105a5782b137639b9529a7,https://open.spotify.com/album/6sfanbhbbbi8z4nedpxycz,jazz/afro-cuban-(rudy-van-gelder-edition)-kenny-dorham.jpg
