album_id,album_name,cover_location,artist,track_id,track_name,popularity,explicit,danceability,key,loudness,modality,energy,valence,speechiness,genre,rgb,color-name,color-hex
6HIjbihcqj8kPAJOzTugiO,Summer-Queen,image-data/kpop/Summer-Queen-Brave-Girls.jpg,Brave-Girls,3OdL1GbZe8oCzlNTcDfxfZ,Chi-Mat-Ba-Ram,51,False,0.644,7,-1.6869999999999998,1,0.887,0.816,0.0318,kpop,"(233.5697895100069, 246.6734385783299, 251.42559523809524)",aliceblue,#e9f6fb
4LGYBcRsteiXjcPD4QQvxv,BORDER-:-CARNIVAL,image-data/kpop/BORDER-:-CARNIVAL-ENHYPEN.jpg,ENHYPEN,1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,80,False,0.599,5,-5.1739999999999995,0,0.8690000000000001,0.45299999999999996,0.0618,kpop,"(166.08137320638323, 8.826391310178355, 47.482955612176475)",firebrick,#a6082f
7swo0lVREzeFmLpCTKAkzs,WHOLE-LOTTA-MONEY-(feat.-Nicki-Minaj)-[Remix],image-data/hip-hop/WHOLE-LOTTA-MONEY-(feat.-Nicki-Minaj)-[Remix]-BIA.jpg,BIA,67G6iaOw8DZqp1z8STR89R,WHOLE-LOTTA-MONEY-(feat.-Nicki-Minaj)---Remix,71,True,0.893,1,-5.301,1,0.46299999999999997,0.591,0.36,hip-hop,"(17.15268874172186, 8.622013245033111, 9.267999999999999)",black,#110809
731OW49heGHCMrMOREHYlY,Soul-Station,image-data/jazz/Soul-Station-Hank-Mobley.jpg,Hank-Mobley,10kVwPSRjUYja0EtdqmXHe,Dig-Dis---Remastered-1999-Rudy-Van-Gelder-Edition,49,False,0.599,5,-8.648,0,0.444,0.508,0.044000000000000004,jazz,"(7.512448230421686, 12.011153990963855, 26.15189664909639)",black,#070c1a
0xuuAAiiNHuLd3QUstmwMQ,Anything-She-Says,image-data/country/Anything-She-Says-Mitchell-Tenpenny.jpg,Mitchell-Tenpenny,6LQxv30jh0lCISHsPYwqoy,Anything-She-Says,66,False,0.612,7,-5.657,1,0.621,0.883,0.0734,country,"(106.66229155459922, 102.17805271651426, 84.85974538282231)",dimgray,#6a6654
5r4qa5AIQUVypFRXQzjaiu,Chaos-A.D.,image-data/heavy-metal/Chaos-A.D.-Sepultura.jpg,Sepultura,0QRxtcxL31dRAeiUUuENPu,Territory,54,False,0.332,2,-6.233,1,0.946,0.303,0.127,heavy-metal,"(57.42367653893278, 67.43880180827243, 74.42367653893278)",darkslategray,#39434a
6IvosVciDOQ9NAPaKwhtLY,The-Sickness,image-data/metal/The-Sickness-Disturbed.jpg,Disturbed,40rvBMQizxkIqnjPdEWY1v,Down-with-the-Sickness,75,True,0.695,3,-4.262,0,0.8759999999999999,0.941,0.0553,metal,"(196.54842295400863, 216.90778565142884, 213.49969894863602)",lightgray,#c4d8d5
3hoxbsV14Nlk04qStOEyBV,"Boom-Boom,-The-Best-Of-John-Lee-Hooker","image-data/blues/Boom-Boom,-The-Best-Of-John-Lee-Hooker-John-Lee-Hooker.jpg",John-Lee-Hooker,1SGzmVX88hFg6rATknweCO,Boom-Boom,0,False,0.34,10,-12.597999999999999,1,0.608,0.8340000000000001,0.0431,blues,"(22.396740031746784, 17.936909189983176, 11.60873273472482)",black,#16110b
5Vw736E5xvnzP9NfVIWLu5,India,image-data/jazz/India-Jackson-Mathod.jpg,Jackson-Mathod,3v9EdwOJoKeMQsqiQpb8pH,India,34,False,0.335,0,-10.422,0,0.8759999999999999,0.309,0.10400000000000001,jazz,"(19.392264011512587, 75.96600676753141, 156.54453346816538)",darkslateblue,#134b9c
5D9kFBMbPX4zZFZhGMk2rg,Piano-Soundtrack,image-data/classical/Piano-Soundtrack-Maximilian-Oberroither.jpg,Maximilian-Oberroither,59d6uevB0QGLjUilTex8Qn,La-Valse-d'Amélie,50,False,0.243,0,-19.873,1,0.0848,0.0826,0.04,classical,"(52.538606699166536, 52.70246894165749, 54.75369554961472)",darkslategray,#343436
5XPdkIryKSpTKW21HUtvV0,Me-And-My-Gang,image-data/country/Me-And-My-Gang-Rascal-Flatts.jpg,Rascal-Flatts,6Gfmj0HbpvxTdW0sdlzTDU,My-Wish,66,False,0.5479999999999999,4,-4.853,1,0.769,0.38799999999999996,0.0312,country,"(3.627495552480724, 22.777821703894052, 30.45433880213481)",black,#03161e
0S1UncFoVie2V0HKsf0G1u,Pretty-Heart,image-data/country/Pretty-Heart-Parker-McCollum.jpg,Parker-McCollum,6vC90OOjZR165Hw8CpsqEm,Pretty-Heart,72,False,0.562,7,-4.427,1,0.6829999999999999,0.385,0.0296,country,"(15.020280894384776, 13.82842523252405, 11.317405324734164)",black,#0f0d0b
4Y8UvKWlmb5gfvic5WzENa,24-7,image-data/jazz/24-7-Nubiyan-Twist.jpg,Nubiyan-Twist,7F10hYiETMaHll3frl1lJG,24-7,21,False,0.512,9,-7.933,1,0.7390000000000001,0.446,0.0709,jazz,"(17.607061914928558, 26.875513220561672, 22.37293480045984)",black,#111a16
4symFkdIp5MM4yxpQITTMb,Through-The-Storm,image-data/edm/Through-The-Storm-Don-Diablo.jpg,Don-Diablo,3CbqAQnT7oU23IvtcHO0k1,Through-The-Storm,60,False,0.698,2,-6.397,0,0.69,0.39,0.316,edm,"(17.381779294189545, 20.94286296277436, 18.338137189998477)",black,#111412
5QehVVf9rIVoiS12V9DPMq,Brooklyn-Sessions-8,image-data/classical/Brooklyn-Sessions-8-Brooklyn-Duo.jpg,Brooklyn-Duo,6aAUh4yRmlLdxZN7c1tFeM,"Amélie-Theme-(Comptine-D'un-Autre-Été,-L'Après-Midi)",48,False,0.259,2,-14.47,1,0.17800000000000002,0.126,0.0354,classical,"(38.14809544296257, 17.93688983022801, 11.422907634775125)",black,#26110b
2JdjS6jjOml7nt7Yjo0nnh,A-Girl-Like-Me,image-data/r-n-b/A-Girl-Like-Me-Rihanna.jpg,Rihanna,0EIsxWGPSte4cAHZw5aXr4,We-Ride,61,False,0.39399999999999996,5,-5.465,0,0.7440000000000001,0.772,0.276,r-n-b,"(56.96165933375236, 42.65739979693468, 41.065947879901366)",darkslategray,#382a29
2BmMaSxBG71CsKsKqXtiBY,Exquisite,image-data/classical/Exquisite-Paris-Faith-Winter.jpg,Paris-Faith-Winter,6ut5VLEGOgThwuALNtxOQK,"Ave-Maria,-D.-839",24,False,0.28,10,-18.996,1,0.0731,0.095,0.0343,classical,"(24.98607500928333, 11.602116598588937, 10.342338160663443)",black,#180b0a
0VV963BfZvQmjzZ14ai7Gu,Oh-The-Places-You’ll-Go,image-data/hip-hop/Oh-The-Places-You’ll-Go-Iamdoechii.jpg,Iamdoechii,1j3SdMJfeRJXycCp50boYE,Yucky-Blucky-Fruitcake,73,True,0.597,8,-7.482,0,0.617,0.889,0.282,hip-hop,"(244.22030778669662, 159.71550181502118, 190.21959200368119)",lightpink,#f49fbe
0EJRlYjvVcym9K4wrww9vB,"Narcos,-Vol.-2-(More-Music-from-the-Netflix-Original-Series)","image-data/latin/Narcos,-Vol.-2-(More-Music-from-the-Netflix-Original-Series)-Various-Artists.jpg",Various-Artists,5N8HRh3pKXakJrdxQKMi1j,El-Preso,51,False,0.62,5,-5.409,0,0.7659999999999999,0.815,0.0376,latin,"(170.00439947206334, 144.89945206575212, 107.76002879654442)",rosybrown,#aa906b
3J6p4WI9VMROlrs3ozIJ9N,Myths-Of-The-Near-Future-(New-Edition),image-data/rock/Myths-Of-The-Near-Future-(New-Edition)-Klaxons.jpg,Klaxons,3aFSo24NwIQHeO3aJdyJb9,Golden-Skans,0,False,0.451,2,-3.409,0,0.852,0.601,0.0418,rock,"(21.35587462791105, 20.58627210646121, 16.43708632463667)",black,#151410
5K7VYgm2UUdIdis8H3zMhA,Lateness-of-Dancers,image-data/blues/Lateness-of-Dancers-Hiss-Golden-Messenger.jpg,Hiss-Golden-Messenger,0fXMFBprRtdpOhA8fIcxPs,I’m-a-Raven-(Shake-Children),17,False,0.502,1,-7.497000000000001,1,0.504,0.866,0.0275,blues,"(39.961806797853306, 35.998658318425754, 17.29056350626118)",black,#272311
1yGFyTpml5nZFJ692JMOrN,Speak-Low,image-data/jazz/Speak-Low-The-Jazz-Cultivators.jpg,The-Jazz-Cultivators,4qY2rgB6SJM9F1RPaLeGcz,Speak-Low,48,False,0.474,5,-18.985,1,0.222,0.46399999999999997,0.0388,jazz,"(9.382097837400252, 10.763193400408623, 12.587294244632046)",black,#090a0c
6Af35YWo27RaZdOhU3gZ7b,Gimme-a-Minute,image-data/alternative/Gimme-a-Minute-PVRIS.jpg,PVRIS,6dYiwoRJ5Ce27phy4H2bGT,Gimme-a-Minute,38,False,0.6559999999999999,9,-6.462000000000001,0,0.6970000000000001,0.187,0.054000000000000006,alternative,"(86.48004804083469, 86.48004804083469, 86.48004804083469)",dimgray,#565656
3xx8mVv8jR6rzFMGcq0VWY,Dark-Side-Riddim---Samuel-L.Riddim,image-data/jazz/Dark-Side-Riddim---Samuel-L.Riddim-Ezra-Collective.jpg,Ezra-Collective,5pIjTEPxQx4JJc14CkVlgf,Dark-Side-Riddim,48,False,0.733,10,-8.156,0,0.647,0.664,0.0591,jazz,"(135.06190523890615, 65.26688704130355, 71.65831914254233)",sienna,#874147
554gpRastI7dbOcir9eAkL,Where-Have-All-The-Merrymakers-Gone?,image-data/alternative/Where-Have-All-The-Merrymakers-Gone?-Harvey-Danger.jpg,Harvey-Danger,7cz70nyRXlCJOE85whEkgU,Flagpole-Sitta,64,False,0.361,4,-4.133,0,0.9009999999999999,0.48200000000000004,0.0443,alternative,"(168.91017885323515, 154.18757671401016, 113.68998772575836)",darkkhaki,#a89a71
5u8PXxCMPYOWB52Uwz227q,Sage-Secrets,image-data/jazz/Sage-Secrets-PYJÆN.jpg,PYJÆN,3cqKNfyrHyhrBdciF0wj92,Sage-Secrets,11,False,0.6759999999999999,4,-9.677999999999999,0,0.561,0.545,0.0439,jazz,"(43.36636594957207, 21.257737682165164, 20.774508443210735)",black,#2b1514
3CwsEC1FP4XUgECfy1z479,How-Bizarre-(Deluxe),image-data/r-n-b/How-Bizarre-(Deluxe)-OMC.jpg,OMC,46q5BtHso0ECuTKeq70ZhW,How-Bizarre,68,False,0.772,0,-6.255,1,0.705,0.8340000000000001,0.0411,r-n-b,"(17.787793587231267, 18.270483655675786, 17.593422510011074)",black,#111211
0ob8TUyLgKJjSAz2ji2k1C,Szymanowski:-Violin-Concerto-No.1,image-data/classical/Szymanowski:-Violin-Concerto-No.1-Nicola-Benedetti.jpg,Nicola-Benedetti,6Uk28Hs2MulezLxMrd1rBD,Meditation:-Méditation-from-Thaïs,0,False,0.205,4,-23.415,0,0.0686,0.0359,0.0462,classical,"(213.0572726040396, 200.5530025755727, 176.9040938050698)",silver,#d5c8b0
1uvCTmsQntimB4XSi5djOq,Inferno-I,image-data/heavy-metal/Inferno-I-Kyterion.jpg,Kyterion,1HPnohwEsDqotZIw2Jbl31,Caron-dimonio,20,False,0.0943,1,-4.0969999999999995,1,0.965,0.10400000000000001,0.0858,heavy-metal,"(7.38602287166455, 15.721615134829873, 22.346096286884087)",black,#070f16
3OTNvYUGlsb091nCxTMRON,Seasons-Change,image-data/country/Seasons-Change-Scotty-McCreery.jpg,Scotty-McCreery,34DFpyq5NJJ79GnGbbJH3p,This-Is-It,1,False,0.557,8,-6.787999999999999,1,0.511,0.602,0.0291,country,"(62.98588796058269, 56.9367502142245, 56.53582904884318)",darkslategray,#3e3838
7D7V6M05UIOTjLdqbwRX0w,Magma,image-data/heavy-metal/Magma-Gojira.jpg,Gojira,5uunXHE4kIW6uS4HWAXaOQ,Silvera,59,False,0.33299999999999996,2,-4.348,1,0.9590000000000001,0.242,0.07200000000000001,heavy-metal,"(190.27158506827263, 204.7730128238409, 210.76906702663413)",lightsteelblue,#beccd2
2Ik9ocKBxRseYSLsd6FAId,The-Undertaker,image-data/metal/The-Undertaker-Accept.jpg,Accept,3uBjEUnGmq3JOhCEjFzHw8,The-Undertaker,44,False,0.625,4,-8.437999999999999,0,0.737,0.22399999999999998,0.0351,metal,"(38.331367017183894, 38.503120458237156, 37.75446695733949)",darkslategray,#262625
01FqJwpa24Vfb8DI6sZI6B,Pronounced-Jah-Nay,image-data/r-n-b/Pronounced-Jah-Nay-Zhané.jpg,Zhané,5MiIyCJ1DYbWLdwWYzyNcJ,Groove-Thang,50,False,0.9059999999999999,9,-7.189,0,0.486,0.821,0.0408,r-n-b,"(248.10529657395423, 248.4044345681424, 248.51959659104787)",whitesmoke,#f8f8f8
0V7c0hnrLUFJyHNtjiAT2E,Montevallo,image-data/country/Montevallo-Sam-Hunt.jpg,Sam-Hunt,1TwLKNsCnhi1HxbIi4bAW0,House-Party,73,False,0.747,8,-5.251,1,0.861,0.8590000000000001,0.0514,country,"(13.563511934568524, 12.316975463194794, 13.123560340510766)",black,#0d0c0d
18aalqradHTvylhEU5E4bp,You-Can't-Rule-Me,image-data/blues/You-Can't-Rule-Me-Lucinda-Williams.jpg,Lucinda-Williams,4aQ5cd9GwSsTqfKt9LQS01,You-Can't-Rule-Me,19,False,0.379,2,-5.351,0,0.83,0.46,0.0474,blues,"(19.516862420195913, 19.15300453238462, 18.789780203713637)",black,#131312
6LF0iT7seN01JDE1LjBJm5,Pump-the-Brakes,image-data/edm/Pump-the-Brakes-Dom-Dolla.jpg,Dom-Dolla,1Gz2E1chOzRyhFXHJYWw8y,Pump-the-Brakes,66,False,0.813,8,-6.834,1,0.6679999999999999,0.495,0.096,edm,"(21.64554400809344, 15.571108862932649, 10.116803090223492)",black,#150f0a
5kI53F8KGy6ektzQcmA7Y0,O,image-data/r-n-b/O-Omarion.jpg,Omarion,6p9Q77A94jxui2XBKzuyn7,I'm-Tryna,35,False,0.732,10,-5.956,1,0.529,0.624,0.11,r-n-b,"(10.251690243395046, 11.001846265862284, 10.31212294570418)",black,#0a0b0a
0kNUDDHwjpemplDqSZ72Ct,Advice---The-3rd-Mini-Album,image-data/kpop/Advice---The-3rd-Mini-Album-TAEMIN.jpg,TAEMIN,4rOODw637hsmsq0uzT0DN3,Advice,73,False,0.659,9,-2.215,0,0.821,0.353,0.0468,kpop,"(22.037931218057924, 19.00561648211244, 19.155744250425894)",black,#161313
5kOOtdwY3JI17osYqWEbnD,Poet-Of-the-Blues-(Mojo-Workin'--Blues-For-The-Next-Generation),image-data/blues/Poet-Of-the-Blues-(Mojo-Workin'--Blues-For-The-Next-Generation)-Willie-Dixon.jpg,Willie-Dixon,5xSBTdaKgLE0qJTUBWKo0t,Back-Door-Man,36,False,0.797,0,-16.457,1,0.431,0.809,0.0625,blues,"(8.862745098039213, 17.39604820733689, 25.448298008991657)",black,#081119
22YhMrRJPWnDQ6co4leY2Q,Chris-Young,image-data/country/Chris-Young-Chris-Young.jpg,Chris-Young,08zgiAP2zezRPHdrWaRDbO,Drinkin'-Me-Lonely,48,False,0.61,7,-7.849,1,0.379,0.355,0.0288,country,"(106.587448592986, 47.404326284770576, 17.328810595511804)",saddlebrown,#6a2f11
1yYvsEtpbXaDgOYQ9g47On,Astrology,image-data/classical/Astrology-Bart-Sunshine.jpg,Bart-Sunshine,5ubkMPkK7Xx95ogvfp0UYr,Astrology,36,False,0.345,2,-18.777,0,0.284,0.26899999999999996,0.0352,classical,"(250.59270415611772, 251.0970746401049, 249.00173710568626)",snow,#fafbf9
7mQGTuvmdp56DNz0AmMwWi,Page-One,image-data/jazz/Page-One-Joe-Henderson.jpg,Joe-Henderson,3KUSSxjujFcEGhnsm0qeDo,Recorda-Me,47,False,0.654,0,-10.177999999999999,1,0.444,0.624,0.0631,jazz,"(208.32530085711812, 194.57695304608814, 183.82095754812272)",silver,#d0c2b7
0uMPPy2lbRhzn0PPonpyaT,Ravel:-Piano-Concertos;-Valses-nobles-et-sentimentales,image-data/classical/Ravel:-Piano-Concertos;-Valses-nobles-et-sentimentales-Maurice-Ravel.jpg,Maurice-Ravel,4ju98rvX917EwXLKLnRbQ2,"Piano-Concerto-in-G-Major,-M.-83:-II.-Adagio-assai",54,False,0.126,4,-34.595,1,0.0159,0.0373,0.0401,classical,"(35.74626099996053, 35.96554989937256, 31.66654828144114)",black,#23231f
5lNzygOpCmzRx4N301icBB,THE-E.N.D.-(THE-ENERGY-NEVER-DIES)-[International-Version],image-data/pop/THE-E.N.D.-(THE-ENERGY-NEVER-DIES)-[International-Version]-Black-Eyed-Peas.jpg,Black-Eyed-Peas,70cTMpcgWMcR18t9MRJFjB,I-Gotta-Feeling,0,False,0.743,0,-6.375,1,0.7659999999999999,0.61,0.0265,pop,"(8.76415450643777, 20.233407725321893, 11.820017167381973)",black,#08140b
7skwkKwi2c3AZF5oBQDUY0,Bajo-La-Mesa,image-data/latin/Bajo-La-Mesa-Morat.jpg,Morat,7BEPdOI0neT6p7PnLViqmH,Bajo-La-Mesa,73,False,0.716,6,-5.398,0,0.624,0.7829999999999999,0.0739,latin,"(25.83512841756421, 31.6924882629108, 33.62146736628924)",black,#191f21
1tqFk7TTYICk0Mhk9XUX9L,"Jack-Johnson-&-Friends:-Best-Of-Kokua-Festival,-A-Benefit-For-The-Kokua-Hawaii-Foundation","image-data/blues/Jack-Johnson-&-Friends:-Best-Of-Kokua-Festival,-A-Benefit-For-The-Kokua-Hawaii-Foundation-Jack-Johnson.jpg",Jack-Johnson,7cVFWWqcjEQ7gwnQVLQ2dP,Further-On-Down-The-Road,41,False,0.534,7,-7.751,1,0.616,0.486,0.0979,blues,"(124.57290322580644, 151.31845161290326, 130.8651612903226)",gray,#7c9782
7A6wd0u82G5vJujTVkxupk,Warriors,image-data/heavy-metal/Warriors-Warkings.jpg,Warkings,7I7qX3YcwUehkRdDfHu2Ts,Warriors,33,False,0.364,5,-4.292,1,0.972,0.237,0.10300000000000001,heavy-metal,"(37.2456206679269, 15.544927536231883, 10.079101029195547)",black,#250f0a
6uORfmslCiljDMCz22R6rW,Love-Like-This,image-data/pop/Love-Like-This-Maximillian.jpg,Maximillian,5YcTAWLjb2M9BRB2tAcCYO,Love-Like-This,60,False,0.696,3,-8.398,1,0.488,0.425,0.0489,pop,"(254.4743981065861, 100.01263364074104, 0.5377785032237004)",orangered,#fe6400
3zOPNnVojU3wnPUzRcEoLJ,CHOKE,image-data/rock/CHOKE-The-Warning.jpg,The-Warning,4u7RK85A85XeymVXiwtv0a,CHOKE,53,False,0.47700000000000004,7,-4.865,0,0.8320000000000001,0.312,0.0357,rock,"(29.913594619066096, 45.15543482947441, 49.40977881257275)",darkslategray,#1d2d31
7MKfE4IRGdrH5bMkqaZ2Tp,Be-Like-That-(feat.-Swae-Lee-&-Khalid),image-data/pop/Be-Like-That-(feat.-Swae-Lee-&-Khalid)-Kane-Brown.jpg,Kane-Brown,5f1joOtoMeyppIcJGZQvqJ,Be-Like-That---feat.-Swae-Lee-&-Khalid,79,False,0.727,7,-8.415,1,0.626,0.322,0.0726,pop,"(232.39492800904785, 217.31917438775062, 197.70581582495976)",wheat,#e8d9c5
0t7ccDIa3CbqzFrL9rOpaw,Here-And-Now,image-data/country/Here-And-Now-Kenny-Chesney.jpg,Kenny-Chesney,2v08cjj3Th8RpfJgluECcj,Happy-Does,63,False,0.715,6,-5.486000000000001,1,0.665,0.597,0.0383,country,"(210.16731968246398, 202.40536949337329, 188.6933324247896)",silver,#d2cabc
2taQZHFnaDwZPfBhLMAG0L,Back-Of-My-Lac',image-data/r-n-b/Back-Of-My-Lac'-J.-Holiday.jpg,J.-Holiday,3nJjIYchBNkYm7B8XfJf5N,Suffocate---Superclean,57,False,0.45799999999999996,9,-8.391,0,0.445,0.447,0.361,r-n-b,"(14.170420265300214, 12.354146865572956, 12.687920988470598)",black,#0e0c0c
7gjJCIRtJ6waFgxtqYcb2T,Moving-Along,image-data/jazz/Moving-Along-Baker-St..jpg,Baker-St.,5FCu0Dq8UHHEHmbvA3zsxv,Moving-Along,52,False,0.502,8,-18.93,1,0.21600000000000003,0.1,0.0322,jazz,"(210.04837985818145, 187.0582233791102, 175.06298058223382)",silver,#d2bbaf
77w56C1tECJwOgVEhNbI5x,Vanilla,image-data/kpop/Vanilla-LIGHTSUM.jpg,LIGHTSUM,3MJtE5VkJHHTV74E6KIDIv,Vanilla,59,False,0.727,9,-2.555,1,0.8390000000000001,0.7190000000000001,0.209,kpop,"(236.4875465343024, 182.36203687289486, 174.33562311646872)",lightpink,#ecb6ae
5liZcQeYT5zHkwdZbtRa3M,You-Never-Walk-Alone,image-data/kpop/You-Never-Walk-Alone-BTS.jpg,BTS,5xFoqABWVj4FIAf7vQX8FN,Spring-Day,59,False,0.539,8,-3.188,1,0.846,0.461,0.0358,kpop,"(210.54950667729716, 215.25122084911305, 213.70223739286428)",lightgray,#d2d7d5
7KK1pbHA6uYkRFZBU8Lj0m,Bach:-Metamorphosis,image-data/classical/Bach:-Metamorphosis-Johann-Sebastian-Bach.jpg,Johann-Sebastian-Bach,6wmLc6pfGEJLqSCIBGrmg5,"Flute-Sonata-in-E-Flat-Major,-BWV-1031:-II.-Siciliano-(arr.-I.-Philipp)",8,False,0.418,7,-33.067,0,0.0387,0.39299999999999996,0.0466,classical,"(226.9950386125372, 212.3553216273351, 144.71909918460673)",khaki,#e2d490
2E457EiUG9l2rD1EaWcRM4,Magica,image-data/heavy-metal/Magica-Dio.jpg,Dio,2Ei1eAAU4ME4ld72p9wCbW,Fever-Dreams,45,False,0.55,11,-5.707999999999999,1,0.802,0.7959999999999999,0.0322,heavy-metal,"(36.64313521430774, 17.349579864323154, 12.49277289546716)",black,#24110c
5JjnPCfpp6redrkKpXZAs8,Roots,image-data/metal/Roots-Sepultura.jpg,Sepultura,6ursmCnbc9oDRGa2yHKkoZ,Roots-Bloody-Roots,60,False,0.428,4,-6.664,0,0.8740000000000001,0.261,0.128,metal,"(30.672159911924577, 6.620381201403703, 7.021606000137616)",black,#1e0607
1f2OVhqcB3vM5oev9MiYLx,Oh-My-God,image-data/metal/Oh-My-God-HELLYEAH.jpg,HELLYEAH,5KeMe6s7NC1h9Xg7CgDbYO,Oh-My-God,44,True,0.315,6,-2.912,0,0.975,0.35,0.198,metal,"(22.488199834521886, 18.936015129427524, 21.351207596233397)",black,#161215
006Qsi10luS9xEBAcIWGTf,Automatic-For-The-People-(U.S.-Version),image-data/alternative/Automatic-For-The-People-(U.S.-Version)-R.E.M..jpg,R.E.M.,4tCWWnk3BXinf7FllmSyHW,Everybody-Hurts,0,False,0.254,2,-8.036,1,0.38299999999999995,0.17800000000000002,0.0282,alternative,"(61.32439551701002, 54.93158718719714, 52.44718073606521)",darkslategray,#3d3634
1bW7kLou0oAcHr6NtlKAxd,Too-High-(feat.-Jesse),image-data/alternative/Too-High-(feat.-Jesse)-Goody-Grace.jpg,Goody-Grace,2JsKO2ygw4ft6QEy4U4RO4,Too-High-(feat.-Jesse),49,False,0.6709999999999999,4,-7.611000000000001,1,0.589,0.385,0.0503,alternative,"(243.4045661772624, 242.76856804393867, 240.75603977456296)",whitesmoke,#f3f2f0
22cwC9T4GqpPukJzWNBrlH,Ashes-Of-The-Wake,image-data/metal/Ashes-Of-The-Wake-Lamb-of-God.jpg,Lamb-of-God,0lCwaZYSRy6q0jLmnYiQxi,Laid-to-Rest,0,True,0.359,1,-3.685,1,0.9590000000000001,0.158,0.10400000000000001,metal,"(15.623628557799337, 13.967761170297345, 3.3027508347909045)",black,#0f0d03
61kyoCb93iJ6yGLgGelezG,Yeah-Kool-(feat.-Lil-Uzi-Vert),image-data/hip-hop/Yeah-Kool-(feat.-Lil-Uzi-Vert)-FXXXXY.jpg,FXXXXY,7Kr4CM8SH2JI8Ecz2quate,Yeah-Kool-(feat.-Lil-Uzi-Vert),54,True,0.746,10,-5.856,0,0.654,0.265,0.0613,hip-hop,"(10.057782395508651, 9.057545433003408, 11.830863454913327)",black,#0a090b
52q9xNv8COtSU9phlbO5sg,Because-Of-You,image-data/r-n-b/Because-Of-You-Ne-Yo.jpg,Ne-Yo,6CFPFnS9EcLs2I0nWqtWci,Because-Of-You,73,False,0.81,0,-5.784,0,0.5379999999999999,0.828,0.0356,r-n-b,"(216.73177024542846, 215.7400264456413, 213.35566162479438)",lightgray,#d8d7d5
70gEplvmKUXn50LfDh1GIO,Blood-Of-The-Nations,image-data/metal/Blood-Of-The-Nations-Accept.jpg,Accept,0AyDd6zoOYCIcXKauYzquH,Beat-The-Bastards,0,False,0.523,11,-3.695,0,0.9840000000000001,0.324,0.11599999999999999,metal,"(20.60355648535565, 2.323634661968729, 1.9796850913895625)",black,#140201
6snRQ9zw7mrK0l0vPyY8EJ,Seventies,image-data/edm/Seventies-Theo-Kottis.jpg,Theo-Kottis,0HFUOO7GkVBUCYz1u2IcBM,Seventies,45,False,0.703,6,-6.632999999999999,0,0.922,0.81,0.0556,edm,"(3.759464064953724, 7.353904240034749, 6.204667713588827)",black,#030706
4AkGiMazBwrr8mCv7aCoe0,I-love-summer-nights,image-data/kpop/I-love-summer-nights-Shin-Hyun-Woo.jpg,Shin-Hyun-Woo,1S410n5IXwSeZG4ptyBQlR,I-love-summer-nights,19,False,0.7709999999999999,10,-8.578,1,0.479,0.614,0.0399,kpop,"(19.55636633897503, 19.641329684807943, 19.884463362724237)",black,#131313
1jWmEhn3ggaL6isoyLfwBn,The-Doors,image-data/rock/The-Doors-The-Doors.jpg,The-Doors,6ToM0uwxtPKo9CMpbPGYvM,Break-on-Through-(To-the-Other-Side),71,False,0.42100000000000004,9,-9.584,1,0.7509999999999999,0.789,0.0472,rock,"(24.401635494064394, 31.413955077290968, 27.28800495345461)",black,#181f1b
3OZgEywV4krCZ814pTJWr7,Dangerous-Woman,image-data/pop/Dangerous-Woman-Ariana-Grande.jpg,Ariana-Grande,2meEiZKWkiN28gITzFwQo5,Into-You,58,False,0.623,9,-5.9479999999999995,1,0.7340000000000001,0.37,0.107,pop,"(92.62315235589571, 92.5986127720641, 92.57110739057642)",dimgray,#5c5c5c
1w9opfGdFtR3ulNHxnnO1e,Countdown-To-Extinction,image-data/heavy-metal/Countdown-To-Extinction-Megadeth.jpg,Megadeth,6i7IXg8j7ZngiEOgBYjkhw,Sweating-Bullets---Remastered-2004,58,False,0.325,4,-6.547000000000001,0,0.856,0.652,0.188,heavy-metal,"(18.483997177859024, 5.3065550638188705, 18.801071130780574)",black,#120512
4hR7jjsPvRwwcHx8ntJSQS,Holy,image-data/pop/Holy-Justin-Bieber.jpg,Justin-Bieber,5u1n1kITHCxxp8twBcZxWy,Holy-(feat.-Chance-The-Rapper),82,False,0.6729999999999999,6,-8.056000000000001,1,0.7040000000000001,0.37200000000000005,0.36,pop,"(141.22480163542497, 186.9127195869859, 223.73614912858181)",skyblue,#8dbadf
7IZoC6pLm8nbWScY3ANwng,Grieg---Field---Mendelssohn,image-data/classical/Grieg---Field---Mendelssohn-Daria-Gloukhova.jpg,Daria-Gloukhova,5ASKRqUHd7PiotYBzZ9ELe,"Nocturne-No.-4-in-A-Major,-H.-36",8,False,0.316,9,-25.778000000000002,1,0.0564,0.0726,0.0355,classical,"(56.775250814542396, 55.138681892964286, 51.72186199554824)",darkslategray,#383733
5TzVcW48gL16cr8MTk7k68,Can't-Talk-Medicine,image-data/indie/Can't-Talk-Medicine-Pickwick.jpg,Pickwick,1aJJ3ciSmS8DXJL1DK0w1o,Hacienda-Motel,0,False,0.575,11,-5.997999999999999,1,0.754,0.698,0.0244,indie,"(34.287889897907384, 34.26848666027412, 34.27982401714705)",black,#222222
