album_id,album_name,cover_location,artist,track_id,track_name,popularity,explicit,danceability,key,loudness,modality,energy,valence,speechiness,genre,rgb,color-name,color-hex
1d9fNpMEICkIPnJ3r6EG3A,The-Strange-Case-of...,image-data/rock/The-Strange-Case-of...-Halestorm.jpg,Halestorm,60rHc4AkLlP4XVSATvBb6K,I-Miss-the-Misery,60,False,0.469,0,-2.219,1,0.9690000000000001,0.47600000000000003,0.0589,rock,"(20.608208280600245, 20.60743342717669, 20.607820853888477)",black,#141414
4j6uSkOxQV2KKuSiGOQCHD,X,image-data/kpop/X-CHUNG-HA.jpg,CHUNG-HA,5FOnZ5yGWaKk0bxHOigYQk,X,17,False,0.413,5,-3.427,1,0.868,0.396,0.0482,kpop,"(174.6053739074134, 130.94186745594968, 109.93294177496185)",rosybrown,#ae826d
4lSXxyaYcDLGpCcF3d21Ii,The-Medicine-Man,image-data/blues/The-Medicine-Man-Keb'-Mo'.jpg,Keb'-Mo',1SlXBA2DcPeBN9beZ9u4QX,The-Medicine-Man-[Feat.-Old-Crow-Medicine-Show],52,False,0.8009999999999999,0,-6.406000000000001,1,0.637,0.769,0.0565,blues,"(33.708756699878336, 16.88569925355957, 13.475518726776494)",black,#21100d
61UHGSjWaVxXVaMu6Akp6N,The-Best-of-Sonny-Boy-Williamson,image-data/blues/The-Best-of-Sonny-Boy-Williamson-Sonny-Boy-Williamson-II.jpg,Sonny-Boy-Williamson-II,4ElDh4MTi4AQsGlXdjPWQE,Nine-Below-Zero,0,False,0.374,0,-7.425,1,0.528,0.736,0.0518,blues,"(129.91768322919765, 140.33928394327086, 129.84902806704358)",gray,#818c81
1rmK8B04WolOKIHezD1nhe,Push-Now,image-data/blues/Push-Now-Southern-Avenue.jpg,Southern-Avenue,3GtDS0YwsWFC2JwOw5tQWu,Push-Now,37,False,0.544,1,-7.58,0,0.597,0.616,0.0348,blues,"(250.0109298465773, 192.86681779540947, 67.51989636886208)",sandybrown,#fac043
3DxLga8esIW4kag2FGPWMI,February-Son,image-data/alternative/February-Son-Oleander.jpg,Oleander,2Y4WG7WshrpVpFh3Uveypx,I-Walk-Alone,43,False,0.377,1,-6.728,1,0.742,0.46,0.0354,alternative,"(97.11989729306292, 120.81717294803724, 119.78483767081556)",dimgray,#617877
741JhzvIOudONDzRg6wuWJ,At-The-BBC,image-data/jazz/At-The-BBC-Amy-Winehouse.jpg,Amy-Winehouse,1U0cCrP1EhDFlmB6CTRh5O,Teach-Me-Tonight---Live-On-Jools-Holland-Hootenanny---2004,44,False,0.45399999999999996,5,-9.172,0,0.326,0.5529999999999999,0.0384,jazz,"(11.363175094599242, 7.242066563467492, 8.06204850361197)",black,#0b0708
6AbWKVD3idhjdTxk7BQtKe,In-Da-House,image-data/latin/In-Da-House-Proyecto-Uno.jpg,Proyecto-Uno,2GcjfckZexh9wRRjg9KtQG,Tiburon,62,False,0.879,0,-12.984000000000002,1,0.718,0.8909999999999999,0.0523,latin,"(218.39787972948272, 82.93507585450556, 53.2057027965637)",chocolate,#da5235
30Perjew8HyGkdSmqguYyg,Blood-Sugar-Sex-Magik-(Deluxe-Edition),image-data/alternative/Blood-Sugar-Sex-Magik-(Deluxe-Edition)-Red-Hot-Chili-Peppers.jpg,Red-Hot-Chili-Peppers,3d9DChrdc6BOeFsbrZ3Is0,Under-the-Bridge,80,False,0.5589999999999999,4,-13.495999999999999,1,0.345,0.45799999999999996,0.0459,alternative,"(238.7063744292237, 238.10995433789952, 239.69578082191785)",whitesmoke,#eeeeef
3RZyovebrHF5y395RNRR9N,Beast-of-Gévaudan,image-data/metal/Beast-of-Gévaudan-Powerwolf.jpg,Powerwolf,1i0fcF53lHffHnDxM293On,Beast-of-Gévaudan,57,False,0.46299999999999997,1,-5.697,0,0.9620000000000001,0.188,0.0712,metal,"(29.971271431205057, 25.747157868862534, 22.237448534382104)",black,#1d1916
3k40SaCswDbqBOfuGzi72t,Message-of-Love,image-data/blues/Message-of-Love-Louise-Hoffsten.jpg,Louise-Hoffsten,6xh2u0f4NbLFi4DtMHJT2s,Slowburn,22,False,0.47600000000000003,7,-9.652999999999999,0,0.48700000000000004,0.732,0.028999999999999998,blues,"(244.88130507564514, 242.58971605445183, 236.76725308739455)",whitesmoke,#f4f2ec
4thcg2W2J9GVmI7memD2WA,Semplice,image-data/classical/Semplice-bzur.jpg,bzur,0MJbnRTcoDEj8kWY4E8wdj,"Suite-No.-1-in-G-Major,-Z.-660:-I.-Prelude",45,False,0.491,7,-25.502,1,0.0303,0.865,0.109,classical,"(208.6796875, 203.560766053616, 234.751519638404)",thistle,#d0cbea
4nmmkrRG4aFmEoC9Xq1Ogk,Way-Back-Home-(2021),image-data/kpop/Way-Back-Home-(2021)-LUNCH.jpg,LUNCH,34Vy1dY4YFVrzpk7hCbRx9,Way-Back-Home-(2021),41,False,0.807,2,-4.532,1,0.7240000000000001,0.536,0.0325,kpop,"(153.86954918410618, 213.05722012230726, 230.19901047908792)",lightblue,#99d5e6
6NUEU1vyIctdAg8IHot8Wy,What-Makes-You-Country,image-data/country/What-Makes-You-Country-Luke-Bryan.jpg,Luke-Bryan,3bDXhWsPiFTHtrsMg5faL2,What-Makes-You-Country,62,False,0.515,0,-1.7209999999999999,1,0.948,0.752,0.0438,country,"(223.12614453570168, 234.0914449640429, 227.75926435336189)",gainsboro,#dfeae3
4EDO0bhrXn13AL5MDKfQWJ,Under-My-Skin,image-data/country/Under-My-Skin-Nate-Smith.jpg,Nate-Smith,7G6eOSluX80fOpWD1ERuyF,Under-My-Skin,62,False,0.604,8,-6.186,1,0.536,0.473,0.0345,country,"(28.626956552885126, 19.6278878183316, 15.005515956875243)",black,#1c130f
0N6FHcZaScT0eCiBNfP3qd,All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa),image-data/hip-hop/All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa)-Tyla-Yaweh.jpg,Tyla-Yaweh,3McTpsUQfEDrlNd2ikro2E,All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa),69,True,0.7120000000000001,6,-3.728,0,0.8220000000000001,0.469,0.131,hip-hop,"(105.55190734247158, 146.5960578046966, 174.3472532143237)",cadetblue,#6992ae
5p5lKDY6Ag62f8HWfIFzQ0,On-The-Rocks,image-data/country/On-The-Rocks-Midland.jpg,Midland,1vBpwxsLVwaR4evBIaFmqD,Drinkin'-Problem,68,False,0.622,9,-6.4,1,0.763,0.621,0.0263,country,"(27.07097320318493, 20.06483612411713, 15.834219506388385)",black,#1b140f
7lRvSWMUCTIjkvZQLy4yBx,Life,image-data/metal/Life-Dope.jpg,Dope,5bU4KX47KqtDKKaLM4QCzh,Die-MF-Die,67,True,0.657,5,-3.5239999999999996,0,0.96,0.5670000000000001,0.07,metal,"(7.970523497242964, 9.55165762781094, 10.680659874288047)",black,#07090a
5Ol7UcvxuzeE34MqGivc0o,In-A-Perfect-World...,image-data/r-n-b/In-A-Perfect-World...-Keri-Hilson.jpg,Keri-Hilson,3OWcWJz1c0pIc6L3IDDhpP,Knock-You-Down,56,False,0.588,8,-4.78,1,0.877,0.645,0.16,r-n-b,"(20.337350178166503, 15.230936183997414, 17.37563977972141)",black,#140f11
2u1Wc12FWm7X2ueUHCHxJC,Red-Light-Green-Light,image-data/hip-hop/Red-Light-Green-Light-DaBaby.jpg,DaBaby,1YDebgap5OFwXEBG18NJvy,Red-Light-Green-Light,82,True,0.9329999999999999,2,-5.85,1,0.6559999999999999,0.934,0.322,hip-hop,"(105.45601105481344, 74.84735145094426, 68.34426531552279)",darkolivegreen,#694a44
0HcHPBu9aaF1MxOiZmUQTl,Absolution,image-data/alternative/Absolution-Muse.jpg,Muse,2takcwOaAZWiXQijPHIx7B,Time-is-Running-Out,67,False,0.585,9,-5.882999999999999,0,0.8420000000000001,0.428,0.0556,alternative,"(199.1973531618801, 202.14526911794803, 202.837335425336)",silver,#c7caca
1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops-&-Hooligans,image-data/pop/Doo-Wops-&-Hooligans-Bruno-Mars.jpg,Bruno-Mars,2tJulUYLDKOg9XrtVkMgcJ,Grenade,76,False,0.706,2,-7.237,0,0.5579999999999999,0.22699999999999998,0.0593,pop,"(249.96050031134087, 238.52803422042942, 192.85120610769692)",bisque,#f9eec0
7z6LqzGLGd6tnWvsH9iojB,Blue,image-data/alternative/Blue-Third-Eye-Blind.jpg,Third-Eye-Blind,06iQLLK93Dlv7RcvzmZo2g,Deep-Inside-of-You---2008-Remaster,50,False,0.502,7,-4.522,1,0.591,0.16899999999999998,0.0242,alternative,"(9.561914534441096, 23.607659461785445, 44.46833934659561)",black,#09172c
1WuKnZDy27KDdLr96p0D8A,Albinoni:-Adagio-in-G-minor---Pachelbel:-Canon,image-data/classical/Albinoni:-Adagio-in-G-minor---Pachelbel:-Canon-Berliner-Philharmoniker.jpg,Berliner-Philharmoniker,7h6GoPvGHC9uzZJ8bNvfIq,"Suite-No.3-In-D,-BWV-1068:-2.-Air",54,False,0.0753,2,-27.272,1,0.07,0.0625,0.044000000000000004,classical,"(210.46093327432757, 162.0329448787924, 113.6277720411073)",darksalmon,#d2a271
3rMjL8NA5Wh2hbMNk2fSlY,good-4-u,image-data/pop/good-4-u-Olivia-Rodrigo.jpg,Olivia-Rodrigo,6PERP62TejQjgHu81OHxgM,good-4-u,90,True,0.556,6,-5.052,0,0.6609999999999999,0.6679999999999999,0.204,pop,"(90.59041614123579, 108.84997297784183, 102.91021437578813)",dimgray,#5a6c66
1tuM8yBePaekEruGsH2J79,Get-A-Grip,image-data/alternative/Get-A-Grip-Aerosmith.jpg,Aerosmith,0NJC0FDCODpPUntRTTQq97,Cryin',72,False,0.445,9,-3.674,1,0.856,0.486,0.0327,alternative,"(238.09614949549797, 220.16777521379123, 210.21252432016652)",antiquewhite,#eedcd2
5yZReyaWQzR6jvaw4OBxzV,Lovehate,image-data/r-n-b/Lovehate-The-Dream.jpg,The-Dream,3wkNK8tJZ2stygNJm8RCRD,I-Luv-Your-Girl,58,True,0.723,8,-9.702,1,0.322,0.0406,0.0341,r-n-b,"(37.997477048146344, 38.072990398766564, 44.2899292171841)",darkslategray,#25262c
5MfAxS5zz8MlfROjGQVXhy,Speak-Now,image-data/country/Speak-Now-Taylor-Swift.jpg,Taylor-Swift,0dBW6ZsW8skfvoRfgeerBF,Mine,63,False,0.624,7,-2.94,1,0.757,0.6579999999999999,0.0296,country,"(251.73339734357498, 247.5011601856297, 248.9844375100016)",snow,#fbf7f8
4uG8q3GPuWHQlRbswMIRS6,Dookie,image-data/alternative/Dookie-Green-Day.jpg,Green-Day,6L89mwZXSOwYl76YXfX13s,Basket-Case,79,False,0.442,3,-3.205,1,0.943,0.7809999999999999,0.0602,alternative,"(226.25992687696626, 230.2716180596888, 228.56534308307118)",gainsboro,#e2e6e4
2B4lHoTCpWbxQPTZmCOjnH,Hellbilly-Deluxe,image-data/rock/Hellbilly-Deluxe-Rob-Zombie.jpg,Rob-Zombie,6Nm8h73ycDG2saCnZV8poF,Dragula,74,False,0.591,0,-6.489,0,0.963,0.609,0.0531,rock,"(22.55331915761265, 44.59593370423233, 40.70446535201421)",darkslategray,#162c28
4bVfyHDdkjpiWhLeiLLJbt,She's-Mine,image-data/country/She's-Mine-Kip-Moore.jpg,Kip-Moore,5xkTOC5NHPfUmrBCIrSTJX,She's-Mine,52,False,0.608,2,-5.397,1,0.871,0.488,0.0348,country,"(29.34226605816015, 25.80437898389469, 20.730509561347265)",black,#1d1914
7zJzNs8eVgbkVVSQSwKRtx,The-Head-On-The-Door,image-data/indie/The-Head-On-The-Door-The-Cure.jpg,The-Cure,4CRpOsjhvgxjF7rQufmyZ1,Inbetween-Days,64,False,0.546,9,-6.321000000000001,1,0.836,0.735,0.0317,indie,"(8.843466822566498, 11.020228003507741, 12.948582285881322)",black,#080b0c
5cnNuunPepqlcT0VoFdLOh,The-Breakthrough,image-data/r-n-b/The-Breakthrough-Mary-J.-Blige.jpg,Mary-J.-Blige,2YegxR5As7BeQuVp2U6pek,Be-Without-You---Kendu-Mix,55,False,0.7240000000000001,2,-5.859,0,0.705,0.662,0.11199999999999999,r-n-b,"(248.31615763818127, 249.99270193605244, 251.43193522624)",ghostwhite,#f8f9fb
04LZCxj6AcJWOX8QF55CX0,Strange-Times,image-data/blues/Strange-Times-Omar-Coleman.jpg,Omar-Coleman,6Uk7gKqLqw2OkeK6hjvn94,Strange-Times,33,False,0.516,6,-7.303999999999999,1,0.55,0.7190000000000001,0.0387,blues,"(1.901884124277336, 11.733415131223225, 3.0494114711142544)",black,#010b03
3XLn9BkDkwq4icsUye2Krp,Summer-in-Abaddon,image-data/indie/Summer-in-Abaddon-Pinback.jpg,Pinback,6HmTNg44SuMjv7o0PvM1Fs,Fortress,49,False,0.802,7,-7.563,1,0.599,0.9520000000000001,0.0396,indie,"(251.31735074087985, 250.81207937379048, 249.9939343173219)",snow,#fbfaf9
2pCfqddO9tLKRz3wzSNGsZ,Them-Vs.-You-Vs.-Me-(Deluxe-Edition),image-data/rock/Them-Vs.-You-Vs.-Me-(Deluxe-Edition)-Finger-Eleven.jpg,Finger-Eleven,28IEbk5a7twNTbUEvWslUb,Paralyzer,72,False,0.644,11,-3.486,0,0.9390000000000001,0.861,0.0456,rock,"(5.15270109103759, 126.85918105923406, 161.81461195282478)",darkcyan,#057ea1
0wvs4l6G2raakk5yuUMJBc,Circus-Animals,image-data/rock/Circus-Animals-Cold-Chisel.jpg,Cold-Chisel,5Eqx81y2ETkPuZrQuYBiub,When-The-War-Is-Over---2011-Remastered,54,False,0.44299999999999995,9,-3.2439999999999998,1,0.669,0.426,0.0274,rock,"(226.84530290945662, 243.86201754690154, 227.37524707840618)",beige,#e2f3e3
